2.000000	110.000000		
2.000200	109.978002		
2.000400	109.956009		
2.000600	109.934020		
2.000800	109.912035		
2.001000	109.890055		
2.001200	109.868079		
2.001400	109.846108		
2.001600	109.824141		
2.001800	109.802178		
2.002000	109.780220		
2.002200	109.758266		
2.002400	109.736316		
2.002600	109.714371		
2.002800	109.692431		
2.003000	109.670494		
2.003200	109.648562		
2.003400	109.626635		
2.003600	109.604711		
2.003800	109.582793		
2.004000	109.560878		
2.004200	109.538968		
2.004400	109.517062		
2.004600	109.495161		
2.004800	109.473264		
2.005000	109.451371		
2.005200	109.429483		
2.005400	109.407599		
2.005600	109.385720		
2.005800	109.363845		
2.006000	109.341974		
2.006200	109.320107		
2.006400	109.298245		
2.006600	109.276388		
2.006800	109.254534		
2.007000	109.232685		
2.007200	109.210841		
2.007400	109.189000		
2.007600	109.167164		
2.007800	109.145333		
2.008000	109.123506		
2.008200	109.101683		
2.008400	109.079864		
2.008600	109.058050		
2.008800	109.036240		
2.009000	109.014435		
2.009200	108.992633		
2.009400	108.970837		
2.009600	108.949044		
2.009800	108.927256		
2.010000	108.905472		
2.010200	108.883693		
2.010400	108.861917		
2.010600	108.840147		
2.010800	108.818380		
2.011000	108.796618		
2.011200	108.774860		
2.011400	108.753107		
2.011600	108.731357		
2.011800	108.709613		
2.012000	108.687872		
2.012200	108.666136		
2.012400	108.644404		
2.012600	108.622676		
2.012800	108.600953		
2.013000	108.579234		
2.013200	108.557519		
2.013400	108.535809		
2.013600	108.514103		
2.013800	108.492401		
2.014000	108.470704		
2.014200	108.449011		
2.014400	108.427322		
2.014600	108.405638		
2.014800	108.383958		
2.015000	108.362282		
2.015200	108.340610		
2.015400	108.318943		
2.015600	108.297280		
2.015800	108.275621		
2.016000	108.253967		
2.016200	108.232317		
2.016400	108.210671		
2.016600	108.189030		
2.016800	108.167392		
2.017000	108.145759		
2.017200	108.124131		
2.017400	108.102507		
2.017600	108.080886		
2.017800	108.059271		
2.018000	108.037659		
2.018200	108.016052		
2.018400	107.994449		
2.018600	107.972851		
2.018800	107.951256		
2.019000	107.929666		
2.019200	107.908080		
2.019400	107.886499		
2.019600	107.864922		
2.019800	107.843349		
2.020000	107.821780		
2.020200	107.800216		
2.020400	107.778655		
2.020600	107.757100		
2.020800	107.735548		
2.021000	107.714001		
2.021200	107.692457		
2.021400	107.670919		
2.021600	107.649384		
2.021800	107.627854		
2.022000	107.606328		
2.022200	107.584806		
2.022400	107.563288		
2.022600	107.541775		
2.022800	107.520266		
2.023000	107.498761		
2.023200	107.477261		
2.023400	107.455765		
2.023600	107.434273		
2.023800	107.412785		
2.024000	107.391301		
2.024200	107.369822		
2.024400	107.348347		
2.024600	107.326876		
2.024800	107.305410		
2.025000	107.283947		
2.025200	107.262489		
2.025400	107.241035		
2.025600	107.219586		
2.025800	107.198140		
2.026000	107.176699		
2.026200	107.155262		
2.026400	107.133830		
2.026600	107.112401		
2.026800	107.090977		
2.027000	107.069557		
2.027200	107.048141		
2.027400	107.026730		
2.027600	107.005322		
2.027800	106.983919		
2.028000	106.962520		
2.028200	106.941126		
2.028400	106.919735		
2.028600	106.898349		
2.028800	106.876967		
2.029000	106.855589		
2.029200	106.834216		
2.029400	106.812846		
2.029600	106.791481		
2.029800	106.770120		
2.030000	106.748764		
2.030200	106.727411		
2.030400	106.706063		
2.030600	106.684719		
2.030800	106.663379		
2.031000	106.642043		
2.031200	106.620712		
2.031400	106.599384		
2.031600	106.578061		
2.031800	106.556742		
2.032000	106.535428		
2.032200	106.514117		
2.032400	106.492811		
2.032600	106.471509		
2.032800	106.450211		
2.033000	106.428917		
2.033200	106.407627		
2.033400	106.386342		
2.033600	106.365061		
2.033800	106.343784		
2.034000	106.322511		
2.034200	106.301242		
2.034400	106.279978		
2.034600	106.258718		
2.034800	106.237462		
2.035000	106.216210		
2.035200	106.194962		
2.035400	106.173718		
2.035600	106.152479		
2.035800	106.131244		
2.036000	106.110013		
2.036200	106.088786		
2.036400	106.067563		
2.036600	106.046345		
2.036800	106.025130		
2.037000	106.003920		
2.037200	105.982714		
2.037400	105.961512		
2.037600	105.940314		
2.037800	105.919121		
2.038000	105.897931		
2.038200	105.876746		
2.038400	105.855565		
2.038600	105.834388		
2.038800	105.813215		
2.039000	105.792047		
2.039200	105.770882		
2.039400	105.749722		
2.039600	105.728566		
2.039800	105.707414		
2.040000	105.686266		
